category,benchmark,tool,caller_class,caller_method,callee_receiver,callee_method
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,popBackStackState
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,execPendingActions
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerState,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,get
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,size
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.BaseBundle,isEmpty
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.Bundle,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.Fragment,performSaveInstanceState
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,clear
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,size
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.view.View,saveHierarchyState
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,android.support.v4.app.FragmentManagerImpl,performPendingDeferredStart
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,get
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,size
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeIntArray
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeTypedArray
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentState,<init>,java.lang.Class,getName
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentState,<init>,java.lang.Object,getClass
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeBundle
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeInt
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeString
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NavUtils,getParentActivityName,android.app.Activity,getComponentName
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NavUtils,getParentActivityName,android.content.Context,getPackageManager
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NavUtils$NavUtilsImplJB,getParentActivityName,android.support.v4.app.NavUtils$NavUtilsImplBase,getParentActivityName
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,dispatchSaveInstanceState,android.view.ViewGroup,dispatchFreezeSelfOnly
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.support.v4.app.NoSaveStateFrameLayout,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getContext
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getLayoutParams
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,setLayoutParams
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.ViewGroup,addView
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.util.SimpleArrayMap,get,android.support.v4.util.SimpleArrayMap,indexOf
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.util.SimpleArrayMap,get,java.lang.Object,hashCode
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v4.view.MenuItemCompat,setShowAsAction,android.support.v4.internal.view.SupportMenuItem,setShowAsAction
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onBackPressed,android.support.v4.app.FragmentActivity,onBackPressed
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onContentChanged,android.support.v7.app.ActionBarActivityDelegate,onContentChanged
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onCreate,android.support.v7.app.ActionBarActivityDelegate,createDelegate
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onCreatePanelView,android.support.v7.app.ActionBarActivityDelegate,onCreatePanelView
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onPrepareOptionsPanel,android.support.v7.app.ActionBarActivityDelegate,onPrepareOptionsPanel
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onPreparePanel,android.support.v7.app.ActionBarActivityDelegate,onPreparePanel
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,onTitleChanged,android.app.Activity,onTitleChanged
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,setContentView,android.support.v7.app.ActionBarActivityDelegate,setContentView
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,superOnCreatePanelMenu,android.support.v4.app.FragmentActivity,onCreatePanelMenu
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,superOnMenuItemSelected,android.support.v4.app.FragmentActivity,onMenuItemSelected
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,superOnPrepareOptionsPanel,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,superOnPreparePanel,android.support.v4.app.FragmentActivity,onPreparePanel
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivity,superSetContentView,android.app.Activity,setContentView
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,createDelegate,android.support.v7.app.ActionBarActivityDelegateJBMR2,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,android.support.v7.app.ActionBar,getThemedContext
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,android.support.v7.app.ActionBarActivityDelegate,getSupportActionBar
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,android.support.v7.internal.view.SupportMenuInflater,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getSupportActionBar,android.support.v7.app.ActionBarActivityDelegate,createSupportActionBar
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.app.Activity,getComponentName
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.ContextWrapper,getPackageManager
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.pm.PackageManager,getActivityInfo
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.Context,obtainStyledAttributes
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,getBoolean
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,hasValue
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,recycle
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.support.v4.app.NavUtils,getParentActivityName
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onPrepareOptionsPanel,android.support.v7.app.ActionBarActivity,superOnPrepareOptionsPanel
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,createWindowCallbackWrapper,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onContentChanged,android.support.v7.app.ActionBarActivity,onSupportContentChanged
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.app.Activity,getWindow
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.app.Activity,requestWindowFeature
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.support.v7.app.ActionBarActivityDelegateICS,createWindowCallbackWrapper
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,getCallback
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,setCallback
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,java.lang.String,equals
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreatePanelMenu,android.support.v7.app.ActionBarActivity,superOnCreatePanelMenu
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreatePanelMenu,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuWrapper
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onMenuItemSelected,android.support.v7.app.ActionBarActivity,superOnMenuItemSelected
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onMenuItemSelected,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuItemWrapper
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onPreparePanel,android.support.v7.app.ActionBarActivity,superOnPreparePanel
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,setContentView,android.support.v7.app.ActionBarActivity,superSetContentView
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchKeyEvent,android.view.Window$Callback,dispatchKeyEvent
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchTouchEvent,android.view.Window$Callback,dispatchTouchEvent
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchTrackballEvent,android.view.Window$Callback,dispatchTrackballEvent
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onAttachedToWindow,android.view.Window$Callback,onAttachedToWindow
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onDetachedFromWindow,android.view.Window$Callback,onDetachedFromWindow
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onMenuOpened,android.view.Window$Callback,onMenuOpened
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onWindowAttributesChanged,android.view.Window$Callback,onWindowAttributesChanged
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onWindowFocusChanged,android.view.Window$Callback,onWindowFocusChanged
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarActivityDelegateJBMR2,createSupportActionBar,android.support.v7.app.ActionBarImplJBMR2,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarImplICS,<init>,android.app.Activity,getActionBar
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.app.ActionBarImplICS,getThemedContext,android.app.ActionBar,getThemedContext
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.Context,getResources
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.Resources,getLayout
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.XmlResourceParser,close
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.support.v7.internal.view.SupportMenuInflater,parseMenu
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.util.Xml,asAttributeSet
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,access$000
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,hasAddedItem
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,java.lang.String,equals
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getEventType
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getName
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,next
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,<init>,android.support.v7.internal.view.SupportMenuInflater$MenuState,resetGroup
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,android.view.Menu,add
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.Context,obtainStyledAttributes
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getBoolean
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getInt
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getResourceId
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getString
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getText
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,hasValue
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,recycle
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater,access$100
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,getShortcut
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.support.v4.view.MenuItemCompat,setShowAsAction
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setAlphabeticShortcut
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setCheckable
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setChecked
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setEnabled
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setIcon
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setNumericShortcut
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setTitleCondensed
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setVisible
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,get
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,put
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,<init>,android.view.MenuItem,isVisible
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,getItemId,android.view.MenuItem,getItemId
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,getTitleCondensed,android.view.MenuItem,getTitleCondensed
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,setChecked,android.view.MenuItem,setChecked
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,setVisible,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible,android.view.MenuItem,setVisible
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuItemWrapper,android.support.v7.internal.view.menu.MenuItemWrapperJB,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuWrapper,android.support.v7.internal.view.menu.MenuWrapperICS,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper,android.support.v7.internal.view.menu.MenuItemWrapperJB,<init>
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperICS,add,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper
GeneralJava,VirtualDispatch4,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperICS,add,android.view.Menu,add
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,factoryTest,android.telephony.SmsManager,sendTextMessage
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,factoryTest,de.ecspride.MainActivity$MyInterface,getString
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,factoryTest,java.io.PrintStream,println
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentManager,beginTransaction
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentTransaction,add
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentTransaction,commit
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity,onOptionsItemSelected,android.view.MenuItem,getItemId
GeneralJava,VirtualDispatch4,FlowDroid,de.ecspride.MainActivity$PlaceholderFragment,onCreateView,android.view.LayoutInflater,inflate
GeneralJava,VirtualDispatch4,GATOR,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,getFactory
GeneralJava,VirtualDispatch4,GATOR,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,setFactory
GeneralJava,VirtualDispatch4,GATOR,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.pm.PackageManager,getActivityInfo
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,getCallback
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,setCallback
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.XmlResourceParser,close
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getEventType
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getName
GeneralJava,VirtualDispatch4,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,next
GeneralJava,VirtualDispatch4,GATOR,de.ecspride.MainActivity$PlaceholderFragment,onCreateView,android.view.LayoutInflater,inflate
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,add,android.support.v4.app.BackStackRecord,doAddOp
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,commit,android.support.v4.app.BackStackRecord,commitInternal
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,commitInternal,android.support.v4.app.FragmentManagerImpl,enqueueAction
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord,addOp
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord$Op,<init>
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.BackStackRecord,bumpBackStackNesting
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,addFragment
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,moveToState
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,<clinit>,android.support.v4.util.SimpleArrayMap,<init>
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,getLayoutInflater,android.app.Activity,getLayoutInflater
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,onStart,android.support.v4.app.FragmentActivity,getLoaderManager
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performActivityCreated,android.support.v4.app.Fragment,onActivityCreated
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performCreate,android.support.v4.app.Fragment,onCreate
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performCreateView,android.support.v4.app.Fragment,onCreateView
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performDestroy,android.support.v4.app.Fragment,onDestroy
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performDestroyView,android.support.v4.app.Fragment,onDestroyView
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performPause,android.support.v4.app.Fragment,onPause
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performResume,android.support.v4.app.Fragment,onResume
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performSaveInstanceState,android.support.v4.app.Fragment,onSaveInstanceState
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performStart,android.support.v4.app.Fragment,onStart
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,performStop,android.support.v4.app.Fragment,onStop
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,restoreViewState,android.support.v4.app.Fragment,onViewStateRestored
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,<init>
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,append
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,toString
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.FragmentActivity,doReallyStop,android.os.Handler,removeMessages
GeneralJava,VirtualDispatch4,MAMADROID,android.support.v4.app.FragmentActivity,doReallyStop,android.support.v4.app.FragmentActivity,onReallyStop
