category,benchmark,tool,caller_class,caller_method,callee_receiver,callee_method,primary_tag,all_tags
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,<clinit>,android.support.v4.util.SimpleArrayMap,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,getLayoutInflater,android.app.Activity,getLayoutInflater,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,onStart,android.support.v4.app.FragmentActivity,getLoaderManager,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performActivityCreated,android.support.v4.app.Fragment,onActivityCreated,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performCreate,android.support.v4.app.Fragment,onCreate,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performCreateView,android.support.v4.app.Fragment,onCreateView,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performDestroy,android.support.v4.app.Fragment,onDestroy,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performDestroyView,android.support.v4.app.Fragment,onDestroyView,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performPause,android.support.v4.app.Fragment,onPause,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performResume,android.support.v4.app.Fragment,onResume,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performSaveInstanceState,android.support.v4.app.Fragment,onSaveInstanceState,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performStart,android.support.v4.app.Fragment,onStart,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,performStop,android.support.v4.app.Fragment,onStop,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,restoreViewState,android.support.v4.app.Fragment,onViewStateRestored,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,append,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,toString,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,doReallyStop,android.os.Handler,removeMessages,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,doReallyStop,android.support.v4.app.FragmentActivity,onReallyStop,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,getLoaderManager,android.support.v4.util.SimpleArrayMap,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,getLoaderManager,android.support.v4.util.SimpleArrayMap,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,invalidateSupportFragment,android.support.v4.util.SimpleArrayMap,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onBackPressed,android.app.Activity,finish,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onBackPressed,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreate,android.app.Activity,getLastNonConfigurationInstance,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreate,android.app.Activity,getLayoutInflater,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreate,android.support.v4.app.FragmentManagerImpl,attachActivity,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreate,android.support.v4.app.FragmentManagerImpl,dispatchCreate,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,getFactory,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,setFactory,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.app.Activity,getMenuInflater,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.app.Activity,onCreatePanelMenu,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreateView,android.app.Activity,onCreateView,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onCreateView,java.lang.String,equals,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onDestroy,android.app.Activity,onDestroy,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onDestroy,android.support.v4.app.FragmentActivity,doReallyStop,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onDestroy,android.support.v4.app.FragmentManagerImpl,dispatchDestroy,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onKeyDown,android.app.Activity,onKeyDown,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onMenuItemSelected,android.app.Activity,onMenuItemSelected,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPanelClosed,android.app.Activity,onPanelClosed,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPause,android.app.Activity,onPause,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPause,android.os.Handler,hasMessages,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPause,android.support.v4.app.FragmentManagerImpl,dispatchPause,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPostResume,android.app.Activity,onPostResume,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPostResume,android.os.Handler,removeMessages,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPostResume,android.support.v4.app.FragmentActivity,onResumeFragments,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPostResume,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel,android.app.Activity,onPreparePanel,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPreparePanel,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onPreparePanel,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onReallyStop,android.support.v4.app.FragmentManagerImpl,dispatchReallyStop,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onResume,android.app.Activity,onResume,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onResume,android.os.Handler,sendEmptyMessage,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onResume,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onResumeFragments,android.support.v4.app.FragmentManagerImpl,dispatchResume,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onSaveInstanceState,android.app.Activity,onSaveInstanceState,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onSaveInstanceState,android.os.Bundle,putParcelable,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onSaveInstanceState,android.support.v4.app.FragmentManagerImpl,saveAllState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.app.Activity,onStart,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.os.Handler,removeMessages,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,dispatchActivityCreated,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,dispatchStart,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,noteStateNotSaved,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.util.SimpleArrayMap,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStop,android.app.Activity,onStop,callback,callback|component|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStop,android.os.Handler,sendEmptyMessage,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity,onStop,android.support.v4.app.FragmentManagerImpl,dispatchStop,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity$1,handleMessage,android.support.v4.app.FragmentActivity,doReallyStop,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentActivity$2,findViewById,android.app.Activity,findViewById,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,addFragment,android.support.v4.app.FragmentManagerImpl,makeActive,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,addFragment,java.util.ArrayList,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,addFragment,java.util.ArrayList,add,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,addFragment,java.util.ArrayList,contains,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,beginTransaction,android.support.v4.app.BackStackRecord,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchActivityCreated,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchCreate,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,android.support.v4.app.Fragment,performCreateOptionsMenu,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,java.util.ArrayList,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchDestroy,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchDestroy,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchPause,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,android.support.v4.app.Fragment,performPrepareOptionsMenu,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,java.util.ArrayList,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchReallyStop,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchResume,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchStart,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,dispatchStop,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,android.os.Handler,post,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,android.os.Handler,removeCallbacks,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,android.support.v4.app.FragmentManagerImpl,checkStateLoss,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,add,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Handler,getLooper,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Handler,removeCallbacks,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Looper,myLooper,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.lang.Runnable,run,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,clear,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,toArray,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,executePendingTransactions,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,loadAnimation,android.support.v4.app.Fragment,onCreateAnimation,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeActive,android.support.v4.app.Fragment,setIndex,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,add,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeInactive,android.support.v4.app.Fragment,initState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeInactive,android.support.v4.app.FragmentActivity,invalidateSupportFragment,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.lang.Integer,valueOf,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,add,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,set,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.app.Activity,isFinishing,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,getLayoutInflater,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onAttach,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onDetach,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onViewCreated,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performActivityCreated,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performCreate,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performCreateView,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performDestroy,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performDestroyView,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performPause,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performReallyStop,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performResume,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performStart,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performStop,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,restoreViewState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentActivity,onAttachFragment,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentContainer,findViewById,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,loadAnimation,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,makeInactive,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,moveToState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.NoSaveStateFrameLayout,wrap,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,addView,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,removeView,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,checkStateLoss,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,executePendingTransactions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,popBackStackState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerState,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.BaseBundle,isEmpty,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.Bundle,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.Fragment,performSaveInstanceState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,clear,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.view.View,saveHierarchyState,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,android.support.v4.app.FragmentManagerImpl,performPendingDeferredStart,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,get,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,size,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeIntArray,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeTypedArray,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentState,<init>,java.lang.Class,getName,reflection,reflection
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentState,<init>,java.lang.Object,getClass,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeBundle,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeInt,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeString,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NavUtils,getParentActivityName,android.app.Activity,getComponentName,component,component
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NavUtils,getParentActivityName,android.content.Context,getPackageManager,ipc,ipc
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NavUtils$NavUtilsImplJB,getParentActivityName,android.support.v4.app.NavUtils$NavUtilsImplBase,getParentActivityName,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NoSaveStateFrameLayout,dispatchSaveInstanceState,android.view.ViewGroup,dispatchFreezeSelfOnly,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.support.v4.app.NoSaveStateFrameLayout,<init>,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getContext,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getLayoutParams,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,setLayoutParams,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.ViewGroup,addView,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.util.SimpleArrayMap,get,android.support.v4.util.SimpleArrayMap,indexOf,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.util.SimpleArrayMap,get,java.lang.Object,hashCode,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v4.view.MenuItemCompat,setShowAsAction,android.support.v4.internal.view.SupportMenuItem,setShowAsAction,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v7.app.ActionBarActivity,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,other,
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v7.app.ActionBarActivity,onBackPressed,android.support.v4.app.FragmentActivity,onBackPressed,callback,callback|entrypoint
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v7.app.ActionBarActivity,onContentChanged,android.support.v7.app.ActionBarActivityDelegate,onContentChanged,callback,callback
GeneralJava,VirtualDispatch4,FLOWDROID,android.support.v7.app.ActionBarActivity,onCreate,android.support.v7.app.ActionBarActivityDelegate,createDelegate,other,
